svc_model,svc1_model,svc2_model,dtr_model,rfc_model,mnb_model,gnb_model,bnb_model,gbc_model,xgb_model,voting_ensemble,Mejor resultado
0.8767409207356748,0.8700621345511547,0.864763529994286,0.8582369054285826,0.8509698906892597,0.8658890743050561,0.8742426356588675,0.8726916253664481,0.8613719394229211,0.8662081888387064,0.8746249810757826,svc_model
