,Zona,termino,menciones
5900,Orotina,Gallo pinto,7
5901,Orotina,gallos,0
5902,Orotina,Gallos de arracache,0
5903,Orotina,Gallos de carne,0
5904,Orotina,Gallos de carne ahumada. Receta criolla familiar,0
5905,Orotina,Gallos de chicasquil,0
5906,Orotina,Gallos de cubases,0
5907,Orotina,Gallos de frijoles,0
5908,Orotina,Garbanzos,0
5909,Orotina,Gaseosas,1
5910,Orotina,Gelatina de aguacate con crema de café,0
5911,Orotina,Gelatinitas de naranja,0
5912,Orotina,Ginebra,0
5913,Orotina,gorditas,0
5914,Orotina,Granizados,0
5915,Orotina,Guaro,0
5916,Orotina,Guineos en salsa de tomate,0
5917,Orotina,Guiso,0
5918,Orotina,Guiso de ossobuco,0
5919,Orotina,guiso de verdura,0
5920,Orotina,hamburguesas,3
5921,Orotina,helados de sorbetera,0
5922,Orotina,Hiel,0
5923,Orotina,hojas,0
5924,Orotina,Horchata,0
5925,Orotina,Horchata de fideos,0
5926,Orotina,Huevo con arroz,0
5927,Orotina,huevo duro,0
5928,Orotina,Huevos rancheros,2
5929,Orotina,hummus y pita,0
5930,Orotina,Jalea de naranja,0
5931,Orotina,jocote con sal,0
5932,Orotina,Jugo de arazá,0
5933,Orotina,Jugo de berenjena,0
5934,Orotina,kimchi,0
5935,Orotina,kimchi jjigae,0
5936,Orotina,Langosta a la parilla,0
5937,Orotina,Leche dormida,0
5938,Orotina,lengua en salsa,0
5939,Orotina,Licor,2
5940,Orotina,Lomito,0
5941,Orotina,lomito a la pimienta,0
5942,Orotina,lomito a la plancha,0
5943,Orotina,lomito de res,0
5944,Orotina,lomito mar y tierra,0
5945,Orotina,Lomo,0
5946,Orotina,Lomo de carne,0
5947,Orotina,Lomo relleno,0
5948,Orotina,Lomo relleno campesino,0
5949,Orotina,Lomo tico bañado,0
5950,Orotina,maduro con queso,0
5951,Orotina,malanga y tocino,0
5952,Orotina,mango con sal,0
5953,Orotina,Mangos verdes,0
5954,Orotina,mano de piedra,0
5955,Orotina,Mariscada,1
5956,Orotina,Mariscada a la mantequilla,0
5957,Orotina,Mariscada al ajillo,0
5958,Orotina,mariscada boruca,0
5959,Orotina,Mariscada boruca de Corrohore,0
5960,Orotina,mariscos,12
5961,Orotina,mate,0
5962,Orotina,Mazamorra,0
5963,Orotina,Mazamorra de maíz pujagua,0
5964,Orotina,mazorcas,0
5965,Orotina,mc donalds,0
5966,Orotina,mediterránea,0
5967,Orotina,mejillones al ajillo,0
5968,Orotina,melcochón,0
5969,Orotina,Miel de chiverre,0
5970,Orotina,Miel de icaco,0
5971,Orotina,MIel de maduro,0
5972,Orotina,Miel de mango,0
5973,Orotina,MIel de papaya,0
5974,Orotina,Miel de pitangas,0
5975,Orotina,Miel de plátano,0
5976,Orotina,Miel de tacacos,0
5977,Orotina,milk shake,0
5978,Orotina,mondongo,0
5979,Orotina,Mondongo en salsa,0
5980,Orotina,moscow mule,0
5981,Orotina,Mozote,0
5982,Orotina,nachos,2
5983,Orotina,nachos con carne,0
5984,Orotina,nachos con pollo,0
5985,Orotina,naranjilla y dulce,0
5986,Orotina,Néctar de berenjena con arroz,0
5987,Orotina,nicas,0
5988,Orotina,nuggets,0
5989,Orotina,nuggets de pollo,0
5990,Orotina,nuggets de queso,0
5991,Orotina,ñame tostado,0
5992,Orotina,olive garden,0
5993,Orotina,Olla de carne,2
5994,Orotina,one pot,0
5995,Orotina,orejas,0
5996,Orotina,Paella,0
5997,Orotina,palitos de camote,0
5998,Orotina,Palmito con  atún,0
5999,Orotina,Palmito de pejibaye,0
6000,Orotina,pambón,0
6001,Orotina,pan,2
6002,Orotina,pan borracho,0
6003,Orotina,pan cangrejo,0
6004,Orotina,Pan casero,0
6005,Orotina,Pan de banano,0
6006,Orotina,Pan de banano con semilla de marañón,0
6007,Orotina,Pan de banano de Quepos,0
6008,Orotina,Pan de elote,0
6009,Orotina,Pan de especias,0
6010,Orotina,Pan de olores,0
6011,Orotina,Pan de piña y coco,0
6012,Orotina,Pan de piña y coco de Quepos,0
6013,Orotina,Pan de yuca,0
6014,Orotina,Pan de zanahoria,0
6015,Orotina,pan dulce,0
6016,Orotina,Pan dulce casero,0
6017,Orotina,pan nica,0
6018,Orotina,pan pañuelo,0
6019,Orotina,pan quesadilla,0
6020,Orotina,Pan relleno casero,0
6021,Orotina,Pan tanelas,0
6022,Orotina,pan trenza,0
6023,Orotina,panuchos,0
6024,Orotina,Pañuelos,0
6025,Orotina,papas,4
6026,Orotina,papas con queso,0
6027,Orotina,papas fritas,0
6028,Orotina,Papas rellenas,0
6029,Orotina,papicarne,0
6030,Orotina,Papín,0
6031,Orotina,Pargo frito,0
6032,Orotina,Pargo frito con salsa de camarones y coco,0
6033,Orotina,parrilla,2
6034,Orotina,parrilladas,0
6035,Orotina,Pasión de maní,0
6036,Orotina,pasta,0
6037,Orotina,pastel burrito,0
6038,Orotina,pastel de carne,0
6039,Orotina,Pastel de palmito,0
6040,Orotina,pastel de papa,0
6041,Orotina,pastel de pizza,0
6042,Orotina,pastel de pollo,0
6043,Orotina,pastel gotzila,0
6044,Orotina,pastel pizza,0
6045,Orotina,pastel pizzero,0
6046,Orotina,pasteles,0
6047,Orotina,patacón con salsas,0
6048,Orotina,Patacones,1
6049,Orotina,patacones con carne,0
6050,Orotina,patí,0
6051,Orotina,patocón con carne,0
6052,Orotina,pejibaye,0
6053,Orotina,pejibaye cocinado,0
6054,Orotina,pejibaye con mayonesa,0
6055,Orotina,pescaburguesa,0
6056,Orotina,pescado,14
6057,Orotina,Pescado a la milanesa,0
6058,Orotina,Pescado ahumado,0
6059,Orotina,Pescado ahumado con salsa de maracuyá,0
6060,Orotina,Pescado al ajillo,0
6061,Orotina,Pescado empanizado,0
6062,Orotina,Pescado en salsa,0
6063,Orotina,pescado entero,0
6064,Orotina,Pescado entero frito,0
6065,Orotina,Pescado frito,3
6066,Orotina,Pescado frito con ensalada y patacones,0
6067,Orotina,Pescado frito entero,1
6068,Orotina,Pescado relleno,0
6069,Orotina,Pescado relleno de mariscos,0
6070,Orotina,Piangua,1
6071,Orotina,pianguas al ajillo,0
6072,Orotina,picadillo,2
6073,Orotina,Picadillo de arracache,0
6074,Orotina,Picadillo de arracache con chicasquil,0
6075,Orotina,Picadillo de bambú,0
6076,Orotina,Picadillo de banano,0
6077,Orotina,Picadillo de cáscaras de plátano,0
6078,Orotina,Picadillo de castañas,0
6079,Orotina,Picadillo de castañas en tortillas de zorrillo,0
6080,Orotina,picadillo de chayote,0
6081,Orotina,Picadillo de chayote con elotes,0
6082,Orotina,Picadillo de chicasquil,0
6083,Orotina,Picadillo de chicasquil dietético,0
6084,Orotina,Picadillo de chicasquil mixto,0
6085,Orotina,Picadillo de fiesta,0
6086,Orotina,Picadillo de fiesta (papa),0
6087,Orotina,Picadillo de guineo con carne,0
6088,Orotina,Picadillo de hojas de yuca,0
6089,Orotina,Picadillo de palmito,0
6090,Orotina,Picadillo de palmito con huevo,0
6091,Orotina,Picadillo de palmito maquenque,0
6092,Orotina,Picadillo de papa,0
6093,Orotina,Picadillo de papa con carne,0
6094,Orotina,Picadillo de papa con zorrillo,0
6095,Orotina,Picadillo de papas y zanahoria,0
6096,Orotina,Picadillo de papaya,0
6097,Orotina,Picadillo de papaya “Doña Jacinta”,0
6098,Orotina,Picadillo de papaya a la leña,0
6099,Orotina,Picadillo de papaya con carne y chicasquil y tortilla palmeada,0
6100,Orotina,Picadillo de papaya con cerdo,0
6101,Orotina,Picadillo de papaya con chicasquil,0
6102,Orotina,Picadillo de papaya con zorrillo,0
6103,Orotina,Picadillo de papaya con zorrillo y pellejo de cerdo,0
6104,Orotina,Picadillo de papaya con zorrillo y tocino,0
6105,Orotina,Picadillo de papaya verde,0
6106,Orotina,Picadillo de papaya y zorrillo,0
6107,Orotina,picadillo de picante,0
6108,Orotina,Picadillo de plátano,0
6109,Orotina,Picadillo de plátano con cáscara,0
6110,Orotina,Picadillo de plátano con chorizo,0
6111,Orotina,Picadillo de plátano con zorrillo,0
6112,Orotina,Picadillo de plátano verde,0
6113,Orotina,Picadillo de turno,0
6114,Orotina,Picadillo de verdolaga,0
6115,Orotina,Picadillo de zorrillo con papa,0
6116,Orotina,Picadillo de zorrillo con papas y tocino,0
6117,Orotina,Picadillo del novio,0
6118,Orotina,Picadillo mixto de papaya,0
6119,Orotina,Picadillos de rábano con carne y de papaya verde,0
6120,Orotina,Picadillos de vainicas,0
6121,Orotina,pico de gallo,0
6122,Orotina,pinchos de camarón,0
6123,Orotina,pinchos de carne,0
6124,Orotina,Pinchos de mariscos ,0
6125,Orotina,Pinchos de pescado,0
6126,Orotina,pinchos de pollo,0
6127,Orotina,pinolillo,0
6128,Orotina,Pinto,9
6129,Orotina,pinto burrito,0
6130,Orotina,pintortilla,0
6131,Orotina,Piña colada,0
6132,Orotina,Pipián relleno con camarones,0
6133,Orotina,pizza,1
6134,Orotina,pizzero,0
6135,Orotina,Plantain tart,0
6136,Orotina,Plátano frito,0
6137,Orotina,plátano maduro y verde,0
6138,Orotina,Plátanos a la gloria,0
6139,Orotina,poke,0
6140,Orotina,pokes,0
6141,Orotina,pollo,17
6142,Orotina,Pollo achiotado,4
6143,Orotina,Pollo achiotado al horno,0
6144,Orotina,pollo al curry,0
6145,Orotina,Pollo arreglado,0
6146,Orotina,Pollo asado,1
6147,Orotina,Pollo enjarrado,0
6148,Orotina,Pollo frito,0
6149,Orotina,pollo pesto,0
6150,Orotina,Pollo relleno,0
6151,Orotina,pollo teriyaki,0
6152,Orotina,Ponche,0
6153,Orotina,Ponche casero,0
6154,Orotina,Postre de café,0
6155,Orotina,Postre de fresas,0
6156,Orotina,Postre de frutas,0
6157,Orotina,Postre de frutas con gelatina,0
6158,Orotina,Postre de higos,0
6159,Orotina,Postre de naranja,0
6160,Orotina,Postre de piña,0
6161,Orotina,Pozol,0
6162,Orotina,Pozol costarricense,0
6163,Orotina,pozol y pozole,0
6164,Orotina,Pozole,0
6165,Orotina,Prestiños,0
6166,Orotina,Pudín de elote,0
6167,Orotina,Pudín de yuca,0
6168,Orotina,pulpo,1
6169,Orotina,pulpo a la diabla,0
6170,Orotina,Pulpo a la parilla,0
6171,Orotina,pulpo al ajillo,1
6172,Orotina,Pulpo quepoa,0
6173,Orotina,pumpkin pudding,0
6174,Orotina,pupusas,0
6175,Orotina,Puré,1
6176,Orotina,Puritico rompope,0
6177,Orotina,Queque de ayote,0
6178,Orotina,Queque de banano,0
6179,Orotina,Queque de chayote,0
6180,Orotina,Queque de pejibaye,0
6181,Orotina,Queque frío,0
6182,Orotina,Queque seco con pasas y almendras,0
6183,Orotina,quesadilla,2
6184,Orotina,quesadilla de camarón,0
6185,Orotina,quesadilla de cerdo mechado,0
6186,Orotina,quesadilla de pollo,0
6187,Orotina,quesadilla de pollo buffalo,0
6188,Orotina,quesadilla de res,0
6189,Orotina,queso frito,0
6190,Orotina,Queso palmito,0
6191,Orotina,ramen,0
6192,Orotina,raspaditas,0
6193,Orotina,raspaditas con carne,0
6194,Orotina,ravioles de cantina,0
6195,Orotina,Refresco de arroz,0
6196,Orotina,Refresco de berenjena con arroz,0
6197,Orotina,Refresco de cáscaras de piña con arroz,0
6198,Orotina,Refresco de dulce con limón agrio,0
6199,Orotina,Refresco de resbaladera,0
6200,Orotina,Refresco natural,2
6201,Orotina,repochetas,0
6202,Orotina,Resbaladera,0
6203,Orotina,Resbaladera escazuceña,0
6204,Orotina,rice and beans,0
6205,Orotina,rice pudding,0
6206,Orotina,Rollo de carne,2
6207,Orotina,rollo de primavera de camarón,0
6208,Orotina,rollo primavera,0
6209,Orotina,Rollos de banano,0
6210,Orotina,Rompope,0
6211,Orotina,Ron,0
6212,Orotina,rondón,0
6213,Orotina,Rosca casera,0
6214,Orotina,rosquillas,0
6215,Orotina,sa ho fang,0
6216,Orotina,sachipapinacho,0
6217,Orotina,salchipapa,0
6218,Orotina,salchipapicarne,0
6219,Orotina,salmón,0
6220,Orotina,salmón a la parrilla,0
6221,Orotina,salpicón,0
6222,Orotina,Salpicón de atún,0
6223,Orotina,Salpicón de pescado,0
6224,Orotina,sandwich,0
6225,Orotina,sandwich de carne,0
6226,Orotina,sandwich de jamón,0
6227,Orotina,sandwich de pollo,0
6228,Orotina,sandwich especial,0
6229,Orotina,sangría,0
6230,Orotina,Semillas de marañón asadas,0
6231,Orotina,Sidra,0
6232,Orotina,soda club,0
6233,Orotina,sopa,5
6234,Orotina,sopa azteca,0
6235,Orotina,Sopa de albóndigas,0
6236,Orotina,Sopa de albóndigas de la abuela,0
6237,Orotina,sopa de camarón,0
6238,Orotina,Sopa de Chuchecas,0
6239,Orotina,Sopa de gallina criolla,0
6240,Orotina,Sopa de gallina criolla con arroz blanco,0
6241,Orotina,Sopa de guineo,0
6242,Orotina,Sopa de mariscos,2
6243,Orotina,Sopa de mariscos en leche,0
6244,Orotina,Sopa de mondongo,0
6245,Orotina,Sopa de Patacones,0
6246,Orotina,Sopa de pescado con coco,0
6247,Orotina,Sopa de plátano verde,0
6248,Orotina,Sopa de Pollo,1
6249,Orotina,Sopa de quelites mixtos,0
6250,Orotina,Sopa de tortas de arroz,0
6251,Orotina,sopa negra,0
6252,Orotina,Sopa negra de frijoles con guineo,0
6253,Orotina,spaghetti con camarones,0
6254,Orotina,spaghetti frtti di mare,0
6255,Orotina,spaghetti frutos del mar,0
6256,Orotina,spagutti,0
6257,Orotina,súper sandwich,0
6258,Orotina,surtida,0
6259,Orotina,surtido,0
6260,Orotina,sushi,0
6261,Orotina,tabla de carnes,0
6262,Orotina,tabla de gallos,0
6263,Orotina,taco a la parilla,0
6264,Orotina,tacos,4
6265,Orotina,tacos al pastor,0
6266,Orotina,tacos chinos,0
6267,Orotina,tacos de birria,0
6268,Orotina,tacos de camarón,1
6269,Orotina,tajadas con carne,0
6270,Orotina,Tamal,1
6271,Orotina,Tamal asado,0
6272,Orotina,Tamal asado a la leña,0
6273,Orotina,Tamal asado aliñado,0
6274,Orotina,Tamal asado de maíz,0
6275,Orotina,Tamal de coco,0
6276,Orotina,Tamal de elote,0
6277,Orotina,tamal de maisena,0
6278,Orotina,Tamal de maíz,0
6279,Orotina,Tamal de maíz horneado,0
6280,Orotina,Tamal de masa,0
6281,Orotina,Tamal de pollo,0
6282,Orotina,Tamal de yuca,0
6283,Orotina,Tamal de yuca con queso,0
6284,Orotina,Tamal dulce de coco,0
6285,Orotina,Tamal dulce de yuca,0
6286,Orotina,Tamal mudo,0
6287,Orotina,tamal y tamales,0
6288,Orotina,Tamales,0
6289,Orotina,Tamales de cerdo,0
6290,Orotina,Tamales de elote asados,0
6291,Orotina,Tamales de elote en agua,0
6292,Orotina,Tamales de maíz con carne de cerdo,0
6293,Orotina,Tamales de plátano verde,0
6294,Orotina,Tamales en masa de guineo negro,0
6295,Orotina,Tamales mudos,0
6296,Orotina,Tamales típicos navideños,0
6297,Orotina,Tamalitos de elote,0
6298,Orotina,Tamarindo,0
6299,Orotina,Tanela,0
6300,Orotina,tapas españolas,0
6301,Orotina,tastadas de frutos rojos,0
6302,Orotina,té,0
6303,Orotina,Tequila,0
6304,Orotina,típica,13
6305,Orotina,típica y tradicional,0
6306,Orotina,Toronja en miel,0
6307,Orotina,Toronja rellena,0
6308,Orotina,Toronjas rellenas de cajeta de leche,0
6309,Orotina,torta chilena,0
6310,Orotina,Torta de arroz,0
6311,Orotina,Torta de arroz al horno caliente,0
6312,Orotina,Torta de arroz dulce,0
6313,Orotina,Torta de camarón,0
6314,Orotina,torta de huevo,0
6315,Orotina,Torta de níspero,0
6316,Orotina,Torta de plátano,0
6317,Orotina,tortas de carne,0
6318,Orotina,Tortas de hojas de remolacha,0
6319,Orotina,Tortas de yuca,0
6320,Orotina,tortilla,14
6321,Orotina,tortilla con queso,0
6322,Orotina,Tortilla de queso,1
6323,Orotina,tortillas aliñadas,3
6324,Orotina,Tortillas con arracache,0
6325,Orotina,Tortillas de maíz,2
6326,Orotina,Tortillas de maíz cascado,0
6327,Orotina,tortillas de zorrillo,0
6328,Orotina,tostadas,1
6329,Orotina,tostadas de camarón,0
6330,Orotina,tostadas francesas,0
6331,Orotina,trilogía de ceviche,0
6332,Orotina,Trucha rellena,0
6333,Orotina,turrón de coco,0
6334,Orotina,Turrón de maíz,0
6335,Orotina,Turrones,0
6336,Orotina,Vigorón,1
6337,Orotina,Vigorón especial de carnes mixtas,0
6338,Orotina,Vigorones,0
6339,Orotina,vino coyol,0
6340,Orotina,Vodka,0
6341,Orotina,vuelve a la vida,0
6342,Orotina,wantan,0
6343,Orotina,wantán,0
6344,Orotina,Whisky,0
6345,Orotina,wraps,0
6346,Orotina,yuca,1
6347,Orotina,yuca frita,0
6348,Orotina,yuplón con sal,0
6349,Orotina,yuquisalchipapicarne,0
6350,Orotina,Zopilotillo,0
6351,Orotina,Zopilotillo con dulce de tapa,0
6352,Puntarenas,Agua de Pipa,0
6353,Puntarenas,agua de sapo,0
6354,Puntarenas,agua dulce,0
6355,Puntarenas,Agua fresca,0
6356,Puntarenas,Aguardiente,0
6357,Puntarenas,alitas de pollo,2
6358,Puntarenas,almejas,9
6359,Puntarenas,almejas al ajillo,0
6360,Puntarenas,Almuercitos de repollo,0
6361,Puntarenas,Almuerzo campesino,0
6362,Puntarenas,Almuerzo envuelto en hoja,0
6363,Puntarenas,Almuerzo indígena,0
6364,Puntarenas,Angú de guineo,0
6365,Puntarenas,Arepas,0
6366,Puntarenas,aros de calamar fritos,0
6367,Puntarenas,arracache,0
6368,Puntarenas,Arroces,3
6369,Puntarenas,arrollados de pan,0
6370,Puntarenas,arroz cantonés,0
6371,Puntarenas,Arroz cantonés o comida china local,0
6372,Puntarenas,arroz cantonés/chino,0
6373,Puntarenas,arroz con atún,0
6374,Puntarenas,arroz con calamar,1
6375,Puntarenas,Arroz con camarones,20
6376,Puntarenas,Arroz con camarones y pollo,2
6377,Puntarenas,Arroz con cerdo,0
6378,Puntarenas,Arroz con leche,0
6379,Puntarenas,Arroz con leche con coco,0
6380,Puntarenas,Arroz con leche con miel de papaya,0
6381,Puntarenas,Arroz con mariscos,12
6382,Puntarenas,Arroz con palmito,0
6383,Puntarenas,Arroz con pescado seco,0
6384,Puntarenas,arroz con pianguas,0
6385,Puntarenas,Arroz con piña,0
6386,Puntarenas,Arroz con pollo,20
6387,Puntarenas,arroz con pulpo,0
6388,Puntarenas,Arroz de leche,0
6389,Puntarenas,Arroz de maíz,0
6390,Puntarenas,arroz frito,1
6391,Puntarenas,Arroz guacho,0
6392,Puntarenas,arroz mar y tierra,0
6393,Puntarenas,arroz paella,0
6394,Puntarenas,arrozarroz con almendras,0
6395,Puntarenas,asado,1
6396,Puntarenas,asiática,0
6397,Puntarenas,atol de ayote,0
6398,Puntarenas,Atol de maíz,0
6399,Puntarenas,Atoles,0
6400,Puntarenas,Atolillo de arroz de leche,0
6401,Puntarenas,atún aderezado,0
6402,Puntarenas,Ayote con dulce,0
6403,Puntarenas,ayote guiso,0
6404,Puntarenas,Ayote sazón en dulce,0
6405,Puntarenas,baguel de huevo,0
6406,Puntarenas,baguel de salmón,0
6407,Puntarenas,bami,0
6408,Puntarenas,banana fritters,0
6409,Puntarenas,Barbudos,0
6410,Puntarenas,batidos y frescos,0
6411,Puntarenas,bebida hiel,0
6412,Puntarenas,beefsteak,1
6413,Puntarenas,Bien me sabe,0
6414,Puntarenas,Biscocho,0
6415,Puntarenas,bisteck,6
6416,Puntarenas,Bizcocho,0
6417,Puntarenas,Bizcocho casero,0
6418,Puntarenas,Bizcocho típico de la abuela,0
6419,Puntarenas,blue crabs,0
6420,Puntarenas,Bocado de reina,0
6421,Puntarenas,bocas,8
6422,Puntarenas,bochinche de casado,0
6423,Puntarenas,bonetes,0
6424,Puntarenas,bowl de frutas con yogurt,0
6425,Puntarenas,Budin,0
6426,Puntarenas,Buñuelos,0
6427,Puntarenas,Buñuelos de naranja,0
6428,Puntarenas,burritos,3
6429,Puntarenas,Cabrilla en salsa,0
6430,Puntarenas,cacerola de queso,0
6431,Puntarenas,cachos,0
6432,Puntarenas,café,52
6433,Puntarenas,Café frío con mora,0
6434,Puntarenas,Cajeta de la paciencia,0
6435,Puntarenas,Cajeta de marañón,0
6436,Puntarenas,Cajetas con zanahoria y naranja agria,0
6437,Puntarenas,Cajetas de chayote,0
6438,Puntarenas,Cajetas de coco,0
6439,Puntarenas,Cajetas de leche,0
6440,Puntarenas,Cajetas de requesón,0
6441,Puntarenas,Cajetica cafetico,0
6442,Puntarenas,Cajetica chayote,0
6443,Puntarenas,Cajetica de dulce de coco,0
6444,Puntarenas,Cajetica linaza,0
6445,Puntarenas,Cajetica plátano,0
6446,Puntarenas,Cajetica remolacha,0
6447,Puntarenas,Cajetica sabores,0
6448,Puntarenas,Cajetica zanahoria,0
6449,Puntarenas,caldo de frijol,0
6450,Puntarenas,caldosas,2
6451,Puntarenas,caldozas,0
6452,Puntarenas,camarón a la diabla,0
6453,Puntarenas,camarón con arroz,9
6454,Puntarenas,camarón en salsa blanca,0
6455,Puntarenas,camarón en salsa criolla,0
6456,Puntarenas,camarón jumbo,0
6457,Puntarenas,camarones,65
6458,Puntarenas,camarones a la mantequilla,0
6459,Puntarenas,camarones a la milanesa,0
6460,Puntarenas,Camarones al ajillo,0
6461,Puntarenas,Camarones con arroz,7
6462,Puntarenas,camarones en salsa jalapeña,0
6463,Puntarenas,Camarones rayados con patacón,0
6464,Puntarenas,canasta de calamar,0
6465,Puntarenas,canasta de carne,0
6466,Puntarenas,canasta de pescado,0
6467,Puntarenas,canastas,2
6468,Puntarenas,canastas de camarón,1
6469,Puntarenas,canastas de ceviche,0
6470,Puntarenas,canelones,0
6471,Puntarenas,Cangrejos,3
6472,Puntarenas,cangrejos azules,0
6473,Puntarenas,capuchino frío,0
6474,Puntarenas,caracolitos con atún,0
6475,Puntarenas,carambola,0
6476,Puntarenas,Caramelo de chiverre,0
6477,Puntarenas,carbonara,2
6478,Puntarenas,caribeña,2
6479,Puntarenas,Carlota de café y chocolate,0
6480,Puntarenas,carne a la parrilla,6
6481,Puntarenas,Carne ahumada,0
6482,Puntarenas,Carne asada,0
6483,Puntarenas,Carne asada a la leña,0
6484,Puntarenas,Carne de cerdo ahumada,0
6485,Puntarenas,Carne desmechada,0
6486,Puntarenas,Carne en salsa,2
6487,Puntarenas,Carne mechada,0
6488,Puntarenas,carnes res,0
6489,Puntarenas,cas,0
6490,Puntarenas,Casado,41
6491,Puntarenas,Casado con carne de cerdo ahumada,0
6492,Puntarenas,casado con pollo,2
6493,Puntarenas,Casado de cerdo,0
6494,Puntarenas,casado tipico,0
6495,Puntarenas,casado vegetariano,0
6496,Puntarenas,Cazuela de mariscos,0
6497,Puntarenas,Cerveza,64
6498,Puntarenas,Ceviche,140
6499,Puntarenas,Ceviche de banano,0
6500,Puntarenas,Ceviche de camarón,2
6501,Puntarenas,Ceviche de chayote,0
6502,Puntarenas,Ceviche de chucheca,0
6503,Puntarenas,Ceviche de coco,0
6504,Puntarenas,Ceviche de coliflor,0
6505,Puntarenas,Ceviche de lentejas,0
6506,Puntarenas,Ceviche de manga,1
6507,Puntarenas,Ceviche de pechuga de pollo,0
6508,Puntarenas,Ceviche de pejibaye,0
6509,Puntarenas,Ceviche de pescado,10
6510,Puntarenas,Ceviche de piangua,2
6511,Puntarenas,Ceviche de piña,0
6512,Puntarenas,Ceviche de pipa,0
6513,Puntarenas,Ceviche de pipa tierna,0
6514,Puntarenas,Ceviche de plátano,0
6515,Puntarenas,Ceviche de plátano tierno,0
6516,Puntarenas,Ceviche de pulpo,1
6517,Puntarenas,Ceviche mixto,7
6518,Puntarenas,Ceviche mixto de pescado y camarón,0
6519,Puntarenas,Ceviche porteño,0
6520,Puntarenas,Ceviche tropical,0
6521,Puntarenas,ceviche vuelve a la vida,3
6522,Puntarenas,chalupas,0
6523,Puntarenas,Chancletas de chayote,0
6524,Puntarenas,chayote con maíz dulce,0
6525,Puntarenas,chicasquil,0
6526,Puntarenas,Chicha,0
6527,Puntarenas,Chicha de maíz,0
6528,Puntarenas,chicharrones,1
6529,Puntarenas,Chicheme,0
6530,Puntarenas,Chifrijo,5
6531,Puntarenas,chilaquiles,0
6532,Puntarenas,chile dulce relleno,0
6533,Puntarenas,Chile relleno,0
6534,Puntarenas,Chileras criollas,0
6535,Puntarenas,chimichurri,1
6536,Puntarenas,chinchiví,0
6537,Puntarenas,chino,6
6538,Puntarenas,chirrijo,0
6539,Puntarenas,Chocolate,6
6540,Puntarenas,chocolate con leche,0
6541,Puntarenas,chop suey,0
6542,Puntarenas,chorizo francés,0
6543,Puntarenas,chorreadas,0
6544,Puntarenas,Chorreadas de elote,0
6545,Puntarenas,chow mein,0
6546,Puntarenas,Chuchecas,1
6547,Puntarenas,chuleta,3
6548,Puntarenas,Churchill,12
6549,Puntarenas,churrasco a la parrilla,0
6550,Puntarenas,cocadas,0
6551,Puntarenas,coconut gater,0
6552,Puntarenas,coctel de camarón,0
6553,Puntarenas,coctel de cambute,0
6554,Puntarenas,coctel de ostras,0
6555,Puntarenas,coctel mixto,0
6556,Puntarenas,cocteles,2
6557,Puntarenas,colombiana,0
6558,Puntarenas,comida italiana,10
6559,Puntarenas,comida mexicana,0
6560,Puntarenas,comida rápida y comidas rápidas,0
6561,Puntarenas,comidas rápidas,2
6562,Puntarenas,Comidas vegetarianas,1
6563,Puntarenas,Confites de zanahoria,0
6564,Puntarenas,Conserva de coco,0
6565,Puntarenas,Conserva de papaya,0
6566,Puntarenas,conserva de toronja,0
6567,Puntarenas,consomé de pollo con vegetales,0
6568,Puntarenas,Corona de yuca,0
6569,Puntarenas,corvina,18
6570,Puntarenas,Cosposa,0
6571,Puntarenas,Cosposas de elote,0
6572,Puntarenas,costilla a la barbacoa,1
6573,Puntarenas,costilla baby back,0
6574,Puntarenas,costilla bbq,0
6575,Puntarenas,costilla de cerdo y costillas,0
6576,Puntarenas,costilla frita,0
6577,Puntarenas,costillas,7
6578,Puntarenas,crema,12
6579,Puntarenas,Crema de ayote sazón,0
6580,Puntarenas,Crema de cacao,0
6581,Puntarenas,crepas,1
6582,Puntarenas,Cuajada,0
6583,Puntarenas,Cubases,0
6584,Puntarenas,curry con pollo,0
6585,Puntarenas,dados de queso,2
6586,Puntarenas,dedos de pescado,2
6587,Puntarenas,dedos de pollo,2
6588,Puntarenas,Delicias de coctel de frutas,0
6589,Puntarenas,dim sum,0
6590,Puntarenas,dobladas,0
6591,Puntarenas,Doraditas,0
6592,Puntarenas,Dulce de grosella,0
6593,Puntarenas,Dulce de papaya,0
6594,Puntarenas,Dulce pan,0
6595,Puntarenas,Dulces de fruta,0
6596,Puntarenas,dumplings,0
6597,Puntarenas,elote con mantquilla,0
6598,Puntarenas,elotes,0
6599,Puntarenas,empanada,2
6600,Puntarenas,empanada arreglada,0
6601,Puntarenas,Empanada casera de queso,0
6602,Puntarenas,Empanada de queso,1
6603,Puntarenas,Empanadas de chiverre,0
6604,Puntarenas,Empanadas de piña y fresa,0
6605,Puntarenas,Empanadas de plátano maduro,0
6606,Puntarenas,Empanadillas rellenas con jalea de piña,0
6607,Puntarenas,emparedado cubano,0
6608,Puntarenas,enchilada,2
6609,Puntarenas,Encurtido de pepinillos dulces,0
6610,Puntarenas,Encurtido de repollo agrio,0
6611,Puntarenas,Encurtido de verduras en mostaza,0
6612,Puntarenas,ensalada,47
6613,Puntarenas,Ensalada con atún,0
6614,Puntarenas,Ensalada de  mango,0
6615,Puntarenas,Ensalada de berros,0
6616,Puntarenas,ensalada de camarón,0
6617,Puntarenas,Ensalada de chayote,0
6618,Puntarenas,ensalada de pera y gorgonzola,0
6619,Puntarenas,ensalada de pollo,2
6620,Puntarenas,ensalada griega,0
