,Zona,termino,menciones
2971,Escazú,Pollo enjarrado,0
2972,Escazú,Pollo frito,4
2973,Escazú,pollo pesto,0
2974,Escazú,Pollo relleno,0
2975,Escazú,pollo teriyaki,3
2976,Escazú,Ponche,1
2977,Escazú,Ponche casero,0
2978,Escazú,Postre de café,4
2979,Escazú,Postre de fresas,0
2980,Escazú,Postre de frutas,1
2981,Escazú,Postre de frutas con gelatina,0
2982,Escazú,Postre de higos,0
2983,Escazú,Postre de naranja,0
2984,Escazú,Postre de piña,0
2985,Escazú,Pozol,2
2986,Escazú,Pozol costarricense,0
2987,Escazú,pozol y pozole,0
2988,Escazú,Pozole,0
2989,Escazú,Prestiños,0
2990,Escazú,Pudín de elote,0
2991,Escazú,Pudín de yuca,0
2992,Escazú,pulpo,197
2993,Escazú,pulpo a la diabla,0
2994,Escazú,Pulpo a la parilla,23
2995,Escazú,pulpo al ajillo,0
2996,Escazú,Pulpo quepoa,0
2997,Escazú,pumpkin pudding,0
2998,Escazú,pupusas,20
2999,Escazú,Puré,24
3000,Escazú,Puritico rompope,0
3001,Escazú,Queque de ayote,0
3002,Escazú,Queque de banano,0
3003,Escazú,Queque de chayote,0
3004,Escazú,Queque de pejibaye,0
3005,Escazú,Queque frío,0
3006,Escazú,Queque seco con pasas y almendras,0
3007,Escazú,quesadilla,15
3008,Escazú,quesadilla de camarón,0
3009,Escazú,quesadilla de cerdo mechado,0
3010,Escazú,quesadilla de pollo,0
3011,Escazú,quesadilla de pollo buffalo,0
3012,Escazú,quesadilla de res,0
3013,Escazú,queso frito,0
3014,Escazú,Queso palmito,0
3015,Escazú,ramen,4
3016,Escazú,raspaditas,0
3017,Escazú,raspaditas con carne,0
3018,Escazú,ravioles de cantina,0
3019,Escazú,Refresco de arroz,0
3020,Escazú,Refresco de berenjena con arroz,0
3021,Escazú,Refresco de cáscaras de piña con arroz,0
3022,Escazú,Refresco de dulce con limón agrio,0
3023,Escazú,Refresco de resbaladera,0
3024,Escazú,Refresco natural,8
3025,Escazú,repochetas,0
3026,Escazú,Resbaladera,0
3027,Escazú,Resbaladera escazuceña,0
3028,Escazú,rice and beans,5
3029,Escazú,rice pudding,0
3030,Escazú,Rollo de carne,10
3031,Escazú,rollo de primavera de camarón,0
3032,Escazú,rollo primavera,1
3033,Escazú,Rollos de banano,0
3034,Escazú,Rompope,2
3035,Escazú,Ron,3
3036,Escazú,rondón,0
3037,Escazú,Rosca casera,0
3038,Escazú,rosquillas,0
3039,Escazú,sa ho fang,0
3040,Escazú,sachipapinacho,0
3041,Escazú,salchipapa,0
3042,Escazú,salchipapicarne,0
3043,Escazú,salmón,215
3044,Escazú,salmón a la parrilla,5
3045,Escazú,salpicón,1
3046,Escazú,Salpicón de atún,0
3047,Escazú,Salpicón de pescado,0
3048,Escazú,sandwich,44
3049,Escazú,sandwich de carne,2
3050,Escazú,sandwich de jamón,1
3051,Escazú,sandwich de pollo,6
3052,Escazú,sandwich especial,0
3053,Escazú,sangría,94
3054,Escazú,Semillas de marañón asadas,0
3055,Escazú,Sidra,0
3056,Escazú,soda club,0
3057,Escazú,sopa,163
3058,Escazú,sopa azteca,11
3059,Escazú,Sopa de albóndigas,0
3060,Escazú,Sopa de albóndigas de la abuela,0
3061,Escazú,sopa de camarón,0
3062,Escazú,Sopa de Chuchecas,0
3063,Escazú,Sopa de gallina criolla,0
3064,Escazú,Sopa de gallina criolla con arroz blanco,0
3065,Escazú,Sopa de guineo,0
3066,Escazú,Sopa de mariscos,18
3067,Escazú,Sopa de mariscos en leche,0
3068,Escazú,Sopa de mondongo,0
3069,Escazú,Sopa de Patacones,0
3070,Escazú,Sopa de pescado con coco,0
3071,Escazú,Sopa de plátano verde,0
3072,Escazú,Sopa de Pollo,2
3073,Escazú,Sopa de quelites mixtos,0
3074,Escazú,Sopa de tortas de arroz,0
3075,Escazú,sopa negra,1
3076,Escazú,Sopa negra de frijoles con guineo,0
3077,Escazú,spaghetti con camarones,1
3078,Escazú,spaghetti frtti di mare,2
3079,Escazú,spaghetti frutos del mar,1
3080,Escazú,spagutti,5
3081,Escazú,súper sandwich,1
3082,Escazú,surtida,5
3083,Escazú,surtido,21
3084,Escazú,sushi,331
3085,Escazú,tabla de carnes,0
3086,Escazú,tabla de gallos,0
3087,Escazú,taco a la parilla,0
3088,Escazú,tacos,61
3089,Escazú,tacos al pastor,3
3090,Escazú,tacos chinos,0
3091,Escazú,tacos de birria,1
3092,Escazú,tacos de camarón,7
3093,Escazú,tajadas con carne,0
3094,Escazú,Tamal,1
3095,Escazú,Tamal asado,0
3096,Escazú,Tamal asado a la leña,0
3097,Escazú,Tamal asado aliñado,0
3098,Escazú,Tamal asado de maíz,0
3099,Escazú,Tamal de coco,0
3100,Escazú,Tamal de elote,1
3101,Escazú,tamal de maisena,0
3102,Escazú,Tamal de maíz,0
3103,Escazú,Tamal de maíz horneado,0
3104,Escazú,Tamal de masa,0
3105,Escazú,Tamal de pollo,0
3106,Escazú,Tamal de yuca,0
3107,Escazú,Tamal de yuca con queso,0
3108,Escazú,Tamal dulce de coco,0
3109,Escazú,Tamal dulce de yuca,0
3110,Escazú,Tamal mudo,0
3111,Escazú,tamal y tamales,0
3112,Escazú,Tamales,1
3113,Escazú,Tamales de cerdo,0
3114,Escazú,Tamales de elote asados,0
3115,Escazú,Tamales de elote en agua,0
3116,Escazú,Tamales de maíz con carne de cerdo,0
3117,Escazú,Tamales de plátano verde,0
3118,Escazú,Tamales en masa de guineo negro,0
3119,Escazú,Tamales mudos,0
3120,Escazú,Tamales típicos navideños,0
3121,Escazú,Tamalitos de elote,1
3122,Escazú,Tamarindo,10
3123,Escazú,Tanela,0
3124,Escazú,tapas españolas,3
3125,Escazú,tastadas de frutos rojos,0
3126,Escazú,té,0
3127,Escazú,Tequila,13
3128,Escazú,típica,77
3129,Escazú,típica y tradicional,1
3130,Escazú,Toronja en miel,0
3131,Escazú,Toronja rellena,0
3132,Escazú,Toronjas rellenas de cajeta de leche,0
3133,Escazú,torta chilena,1
3134,Escazú,Torta de arroz,1
3135,Escazú,Torta de arroz al horno caliente,0
3136,Escazú,Torta de arroz dulce,0
3137,Escazú,Torta de camarón,0
3138,Escazú,torta de huevo,0
3139,Escazú,Torta de níspero,0
3140,Escazú,Torta de plátano,0
3141,Escazú,tortas de carne,1
3142,Escazú,Tortas de hojas de remolacha,0
3143,Escazú,Tortas de yuca,0
3144,Escazú,tortilla,88
3145,Escazú,tortilla con queso,1
3146,Escazú,Tortilla de queso,2
3147,Escazú,tortillas aliñadas,1
3148,Escazú,Tortillas con arracache,0
3149,Escazú,Tortillas de maíz,2
3150,Escazú,Tortillas de maíz cascado,1
3151,Escazú,tortillas de zorrillo,0
3152,Escazú,tostadas,29
3153,Escazú,tostadas de camarón,0
3154,Escazú,tostadas francesas,12
3155,Escazú,trilogía de ceviche,1
3156,Escazú,Trucha rellena,0
3157,Escazú,turrón de coco,0
3158,Escazú,Turrón de maíz,0
3159,Escazú,Turrones,0
3160,Escazú,Vigorón,0
3161,Escazú,Vigorón especial de carnes mixtas,0
3162,Escazú,Vigorones,0
3163,Escazú,vino coyol,0
3164,Escazú,Vodka,3
3165,Escazú,vuelve a la vida,1
3166,Escazú,wantan,0
3167,Escazú,wantán,0
3168,Escazú,Whisky,2
3169,Escazú,wraps,4
3170,Escazú,yuca,11
3171,Escazú,yuca frita,2
3172,Escazú,yuplón con sal,0
3173,Escazú,yuquisalchipapicarne,0
3174,Escazú,Zopilotillo,0
3175,Escazú,Zopilotillo con dulce de tapa,0
3176,Esparza,Agua de Pipa,0
3177,Esparza,agua de sapo,0
3178,Esparza,agua dulce,0
3179,Esparza,Agua fresca,0
3180,Esparza,Aguardiente,0
3181,Esparza,alitas de pollo,0
3182,Esparza,almejas,0
3183,Esparza,almejas al ajillo,0
3184,Esparza,Almuercitos de repollo,0
3185,Esparza,Almuerzo campesino,0
3186,Esparza,Almuerzo envuelto en hoja,0
3187,Esparza,Almuerzo indígena,0
3188,Esparza,Angú de guineo,0
3189,Esparza,Arepas,0
3190,Esparza,aros de calamar fritos,0
3191,Esparza,arracache,0
3192,Esparza,Arroces,0
3193,Esparza,arrollados de pan,0
3194,Esparza,arroz cantonés,0
3195,Esparza,Arroz cantonés o comida china local,0
3196,Esparza,arroz cantonés/chino,0
3197,Esparza,arroz con atún,0
3198,Esparza,arroz con calamar,0
3199,Esparza,Arroz con camarones,0
3200,Esparza,Arroz con camarones y pollo,0
3201,Esparza,Arroz con cerdo,0
3202,Esparza,Arroz con leche,0
3203,Esparza,Arroz con leche con coco,0
3204,Esparza,Arroz con leche con miel de papaya,0
3205,Esparza,Arroz con mariscos,1
3206,Esparza,Arroz con palmito,0
3207,Esparza,Arroz con pescado seco,0
3208,Esparza,arroz con pianguas,0
3209,Esparza,Arroz con piña,0
3210,Esparza,Arroz con pollo,0
3211,Esparza,arroz con pulpo,0
3212,Esparza,Arroz de leche,0
3213,Esparza,Arroz de maíz,0
3214,Esparza,arroz frito,0
3215,Esparza,Arroz guacho,0
3216,Esparza,arroz mar y tierra,0
3217,Esparza,arroz paella,0
3218,Esparza,arrozarroz con almendras,0
3219,Esparza,asado,0
3220,Esparza,asiática,0
3221,Esparza,atol de ayote,0
3222,Esparza,Atol de maíz,0
3223,Esparza,Atoles,0
3224,Esparza,Atolillo de arroz de leche,0
3225,Esparza,atún aderezado,0
3226,Esparza,Ayote con dulce,0
3227,Esparza,ayote guiso,0
3228,Esparza,Ayote sazón en dulce,0
3229,Esparza,baguel de huevo,0
3230,Esparza,baguel de salmón,0
3231,Esparza,bami,0
3232,Esparza,banana fritters,0
3233,Esparza,Barbudos,0
3234,Esparza,batidos y frescos,0
3235,Esparza,bebida hiel,0
3236,Esparza,beefsteak,0
3237,Esparza,Bien me sabe,0
3238,Esparza,Biscocho,0
3239,Esparza,bisteck,0
3240,Esparza,Bizcocho,0
3241,Esparza,Bizcocho casero,0
3242,Esparza,Bizcocho típico de la abuela,0
3243,Esparza,blue crabs,0
3244,Esparza,Bocado de reina,0
3245,Esparza,bocas,0
3246,Esparza,bochinche de casado,0
3247,Esparza,bonetes,0
3248,Esparza,bowl de frutas con yogurt,0
3249,Esparza,Budin,0
3250,Esparza,Buñuelos,0
3251,Esparza,Buñuelos de naranja,0
3252,Esparza,burritos,0
3253,Esparza,Cabrilla en salsa,0
3254,Esparza,cacerola de queso,0
3255,Esparza,cachos,0
3256,Esparza,café,4
3257,Esparza,Café frío con mora,0
3258,Esparza,Cajeta de la paciencia,0
3259,Esparza,Cajeta de marañón,0
3260,Esparza,Cajetas con zanahoria y naranja agria,0
3261,Esparza,Cajetas de chayote,0
3262,Esparza,Cajetas de coco,0
3263,Esparza,Cajetas de leche,0
3264,Esparza,Cajetas de requesón,0
3265,Esparza,Cajetica cafetico,0
3266,Esparza,Cajetica chayote,0
3267,Esparza,Cajetica de dulce de coco,0
3268,Esparza,Cajetica linaza,0
3269,Esparza,Cajetica plátano,0
3270,Esparza,Cajetica remolacha,0
3271,Esparza,Cajetica sabores,0
3272,Esparza,Cajetica zanahoria,0
3273,Esparza,caldo de frijol,0
3274,Esparza,caldosas,0
3275,Esparza,caldozas,0
3276,Esparza,camarón a la diabla,0
3277,Esparza,camarón con arroz,0
3278,Esparza,camarón en salsa blanca,0
3279,Esparza,camarón en salsa criolla,0
3280,Esparza,camarón jumbo,0
3281,Esparza,camarones,2
3282,Esparza,camarones a la mantequilla,0
3283,Esparza,camarones a la milanesa,0
3284,Esparza,Camarones al ajillo,0
3285,Esparza,Camarones con arroz,0
3286,Esparza,camarones en salsa jalapeña,0
3287,Esparza,Camarones rayados con patacón,0
3288,Esparza,canasta de calamar,0
3289,Esparza,canasta de carne,0
3290,Esparza,canasta de pescado,0
3291,Esparza,canastas,1
3292,Esparza,canastas de camarón,1
3293,Esparza,canastas de ceviche,0
3294,Esparza,canelones,0
3295,Esparza,Cangrejos,0
3296,Esparza,cangrejos azules,0
3297,Esparza,capuchino frío,0
3298,Esparza,caracolitos con atún,0
3299,Esparza,carambola,0
3300,Esparza,Caramelo de chiverre,0
3301,Esparza,carbonara,0
3302,Esparza,caribeña,0
3303,Esparza,Carlota de café y chocolate,0
3304,Esparza,carne a la parrilla,0
3305,Esparza,Carne ahumada,0
3306,Esparza,Carne asada,0
3307,Esparza,Carne asada a la leña,0
3308,Esparza,Carne de cerdo ahumada,0
3309,Esparza,Carne desmechada,0
3310,Esparza,Carne en salsa,0
3311,Esparza,Carne mechada,0
3312,Esparza,carnes res,0
3313,Esparza,cas,0
3314,Esparza,Casado,1
3315,Esparza,Casado con carne de cerdo ahumada,0
3316,Esparza,casado con pollo,0
3317,Esparza,Casado de cerdo,0
3318,Esparza,casado tipico,0
3319,Esparza,casado vegetariano,0
3320,Esparza,Cazuela de mariscos,0
3321,Esparza,Cerveza,0
3322,Esparza,Ceviche,3
3323,Esparza,Ceviche de banano,0
3324,Esparza,Ceviche de camarón,0
3325,Esparza,Ceviche de chayote,0
3326,Esparza,Ceviche de chucheca,0
3327,Esparza,Ceviche de coco,0
3328,Esparza,Ceviche de coliflor,0
3329,Esparza,Ceviche de lentejas,0
3330,Esparza,Ceviche de manga,0
3331,Esparza,Ceviche de pechuga de pollo,0
3332,Esparza,Ceviche de pejibaye,0
3333,Esparza,Ceviche de pescado,0
3334,Esparza,Ceviche de piangua,0
3335,Esparza,Ceviche de piña,0
3336,Esparza,Ceviche de pipa,0
3337,Esparza,Ceviche de pipa tierna,0
3338,Esparza,Ceviche de plátano,0
3339,Esparza,Ceviche de plátano tierno,0
3340,Esparza,Ceviche de pulpo,0
3341,Esparza,Ceviche mixto,1
3342,Esparza,Ceviche mixto de pescado y camarón,0
3343,Esparza,Ceviche porteño,0
3344,Esparza,Ceviche tropical,0
3345,Esparza,ceviche vuelve a la vida,0
3346,Esparza,chalupas,0
3347,Esparza,Chancletas de chayote,0
3348,Esparza,chayote con maíz dulce,0
3349,Esparza,chicasquil,0
3350,Esparza,Chicha,0
3351,Esparza,Chicha de maíz,0
3352,Esparza,chicharrones,0
3353,Esparza,Chicheme,0
3354,Esparza,Chifrijo,0
3355,Esparza,chilaquiles,0
3356,Esparza,chile dulce relleno,0
3357,Esparza,Chile relleno,0
3358,Esparza,Chileras criollas,0
3359,Esparza,chimichurri,0
3360,Esparza,chinchiví,0
3361,Esparza,chino,0
3362,Esparza,chirrijo,0
3363,Esparza,Chocolate,0
3364,Esparza,chocolate con leche,0
3365,Esparza,chop suey,0
3366,Esparza,chorizo francés,0
3367,Esparza,chorreadas,0
3368,Esparza,Chorreadas de elote,0
3369,Esparza,chow mein,0
3370,Esparza,Chuchecas,0
3371,Esparza,chuleta,0
3372,Esparza,Churchill,0
3373,Esparza,churrasco a la parrilla,0
3374,Esparza,cocadas,0
3375,Esparza,coconut gater,0
3376,Esparza,coctel de camarón,0
3377,Esparza,coctel de cambute,0
3378,Esparza,coctel de ostras,0
3379,Esparza,coctel mixto,0
3380,Esparza,cocteles,1
3381,Esparza,colombiana,0
3382,Esparza,comida italiana,0
3383,Esparza,comida mexicana,0
3384,Esparza,comida rápida y comidas rápidas,0
3385,Esparza,comidas rápidas,0
3386,Esparza,Comidas vegetarianas,0
3387,Esparza,Confites de zanahoria,0
3388,Esparza,Conserva de coco,0
3389,Esparza,Conserva de papaya,0
3390,Esparza,conserva de toronja,0
3391,Esparza,consomé de pollo con vegetales,0
3392,Esparza,Corona de yuca,0
3393,Esparza,corvina,0
3394,Esparza,Cosposa,0
3395,Esparza,Cosposas de elote,0
3396,Esparza,costilla a la barbacoa,0
3397,Esparza,costilla baby back,0
3398,Esparza,costilla bbq,0
3399,Esparza,costilla de cerdo y costillas,0
3400,Esparza,costilla frita,0
3401,Esparza,costillas,0
3402,Esparza,crema,0
3403,Esparza,Crema de ayote sazón,0
3404,Esparza,Crema de cacao,0
3405,Esparza,crepas,1
3406,Esparza,Cuajada,0
3407,Esparza,Cubases,0
3408,Esparza,curry con pollo,0
3409,Esparza,dados de queso,0
3410,Esparza,dedos de pescado,0
3411,Esparza,dedos de pollo,0
3412,Esparza,Delicias de coctel de frutas,0
3413,Esparza,dim sum,0
3414,Esparza,dobladas,0
3415,Esparza,Doraditas,0
3416,Esparza,Dulce de grosella,0
3417,Esparza,Dulce de papaya,0
3418,Esparza,Dulce pan,0
3419,Esparza,Dulces de fruta,0
3420,Esparza,dumplings,0
3421,Esparza,elote con mantquilla,0
3422,Esparza,elotes,0
3423,Esparza,empanada,0
3424,Esparza,empanada arreglada,0
3425,Esparza,Empanada casera de queso,0
3426,Esparza,Empanada de queso,0
3427,Esparza,Empanadas de chiverre,0
3428,Esparza,Empanadas de piña y fresa,0
3429,Esparza,Empanadas de plátano maduro,0
3430,Esparza,Empanadillas rellenas con jalea de piña,0
3431,Esparza,emparedado cubano,0
3432,Esparza,enchilada,0
3433,Esparza,Encurtido de pepinillos dulces,0
3434,Esparza,Encurtido de repollo agrio,0
3435,Esparza,Encurtido de verduras en mostaza,0
3436,Esparza,ensalada,1
3437,Esparza,Ensalada con atún,0
3438,Esparza,Ensalada de  mango,0
3439,Esparza,Ensalada de berros,0
3440,Esparza,ensalada de camarón,0
3441,Esparza,Ensalada de chayote,0
3442,Esparza,ensalada de pera y gorgonzola,0
3443,Esparza,ensalada de pollo,0
3444,Esparza,ensalada griega,0
3445,Esparza,ensalda cesar,0
3446,Esparza,ensalda de repollo,0
3447,Esparza,ensalda rusa,0
3448,Esparza,enyucados,0
3449,Esparza,Escabeche,0
3450,Esparza,Escabeche con atún,0
3451,Esparza,Escabeche costeño,0
3452,Esparza,Escabeche criollo,0
3453,Esparza,Escabeche de guineo,0
3454,Esparza,Escabeche de pejibaye,0
3455,Esparza,Escabeche de pescado o atún,0
3456,Esparza,Escabeche de verduras ,0
3457,Esparza,Esfera de oro Quepo,0
3458,Esparza,española,0
3459,Esparza,Estofado de bambú,0
3460,Esparza,Estofado de cubaces con cerdo,0
3461,Esparza,estofados,0
3462,Esparza,fajitas de carne,0
3463,Esparza,fajitas de pollo,0
3464,Esparza,fajitas mixtas,0
3465,Esparza,Fiesta de pollo,0
3466,Esparza,filet a la milanesa,0
3467,Esparza,filet de pescado,0
3468,Esparza,filet de pescado a la pimienta,0
3469,Esparza,filet de pescado a la vasca,0
3470,Esparza,filet de pescado en salsa a la diabla,0
3471,Esparza,filet de pescado en salsa blanca,0
3472,Esparza,filet de pescado en salsa criolla,0
3473,Esparza,filet de pescado en salsa de camarón,0
3474,Esparza,filet de pescado en salsa jalapeña,0
3475,Esparza,filet de pescado en salsa vasca,0
3476,Esparza,filet de pescado relleno de mariscos,0
3477,Esparza,filet de pollo gordon bleu,0
3478,Esparza,filet mignon,0
3479,Esparza,filete,0
3480,Esparza,filete al ajillo,0
3481,Esparza,Filete de pargo,0
3482,Esparza,Filete de pargo con salsa de camarón,0
3483,Esparza,FIlete de pescado frito,0
3484,Esparza,Flan de ayote sazón,0
3485,Esparza,Flan de coco,0
3486,Esparza,flauta de carne,0
3487,Esparza,flauta de pollo,0
3488,Esparza,flautas,0
3489,Esparza,focaccia,0
3490,Esparza,focacha,0
3491,Esparza,Fresco de arazá,0
3492,Esparza,Fresco de carambola con arroz,0
3493,Esparza,Fresco de cas,0
3494,Esparza,Fresco de cas con menta,0
3495,Esparza,fresco de frutas,0
3496,Esparza,Fresco de guapinol,0
3497,Esparza,Fresco de limón,0
3498,Esparza,Fresco de mango,0
3499,Esparza,Fresco de mango y arazá,0
3500,Esparza,Fresco de naranja agria con tapa de dulce,0
3501,Esparza,Fresco de piña,1
3502,Esparza,Fresco de sirope,0
3503,Esparza,Fresco de tamarindo,0
3504,Esparza,fried cake,0
3505,Esparza,Frijoles blancos con carne de cerdo,0
3506,Esparza,Frijoles blancos con pescado,0
3507,Esparza,frijoles con cerdo,0
3508,Esparza,frito,0
3509,Esparza,Frito de cerdo,0
3510,Esparza,fruta de pan,0
3511,Esparza,gallina achotada,0
3512,Esparza,Gallina casera,0
3513,Esparza,Gallina casera achiotada,0
3514,Esparza,Gallina casera enjarrada,0
3515,Esparza,Gallina casera rellena,0
3516,Esparza,Gallina criolla,0
3517,Esparza,Gallina enjarrada,0
3518,Esparza,Gallo pinto,0
3519,Esparza,gallos,0
3520,Esparza,Gallos de arracache,0
3521,Esparza,Gallos de carne,0
3522,Esparza,Gallos de carne ahumada. Receta criolla familiar,0
3523,Esparza,Gallos de chicasquil,0
3524,Esparza,Gallos de cubases,0
3525,Esparza,Gallos de frijoles,0
3526,Esparza,Garbanzos,0
3527,Esparza,Gaseosas,0
3528,Esparza,Gelatina de aguacate con crema de café,0
3529,Esparza,Gelatinitas de naranja,0
3530,Esparza,Ginebra,0
3531,Esparza,gorditas,0
3532,Esparza,Granizados,0
3533,Esparza,Guaro,0
3534,Esparza,Guineos en salsa de tomate,0
3535,Esparza,Guiso,0
3536,Esparza,Guiso de ossobuco,0
3537,Esparza,guiso de verdura,0
3538,Esparza,hamburguesas,0
3539,Esparza,helados de sorbetera,0
3540,Esparza,Hiel,0
3541,Esparza,hojas,0
3542,Esparza,Horchata,0
3543,Esparza,Horchata de fideos,0
3544,Esparza,Huevo con arroz,0
3545,Esparza,huevo duro,0
3546,Esparza,Huevos rancheros,0
3547,Esparza,hummus y pita,0
3548,Esparza,Jalea de naranja,0
3549,Esparza,jocote con sal,0
3550,Esparza,Jugo de arazá,0
3551,Esparza,Jugo de berenjena,0
3552,Esparza,kimchi,0
3553,Esparza,kimchi jjigae,0
3554,Esparza,Langosta a la parilla,0
3555,Esparza,Leche dormida,0
3556,Esparza,lengua en salsa,0
3557,Esparza,Licor,0
3558,Esparza,Lomito,1
3559,Esparza,lomito a la pimienta,0
3560,Esparza,lomito a la plancha,0
3561,Esparza,lomito de res,0
3562,Esparza,lomito mar y tierra,0
3563,Esparza,Lomo,0
3564,Esparza,Lomo de carne,0
3565,Esparza,Lomo relleno,0
3566,Esparza,Lomo relleno campesino,0
3567,Esparza,Lomo tico bañado,0
3568,Esparza,maduro con queso,0
3569,Esparza,malanga y tocino,0
3570,Esparza,mango con sal,0
3571,Esparza,Mangos verdes,0
3572,Esparza,mano de piedra,0
3573,Esparza,Mariscada,0
3574,Esparza,Mariscada a la mantequilla,0
3575,Esparza,Mariscada al ajillo,0
3576,Esparza,mariscada boruca,0
3577,Esparza,Mariscada boruca de Corrohore,0
3578,Esparza,mariscos,4
3579,Esparza,mate,0
3580,Esparza,Mazamorra,0
3581,Esparza,Mazamorra de maíz pujagua,0
3582,Esparza,mazorcas,0
3583,Esparza,mc donalds,0
3584,Esparza,mediterránea,0
3585,Esparza,mejillones al ajillo,0
3586,Esparza,melcochón,0
3587,Esparza,Miel de chiverre,0
3588,Esparza,Miel de icaco,0
3589,Esparza,MIel de maduro,0
3590,Esparza,Miel de mango,0
3591,Esparza,MIel de papaya,0
3592,Esparza,Miel de pitangas,0
3593,Esparza,Miel de plátano,0
3594,Esparza,Miel de tacacos,0
3595,Esparza,milk shake,0
3596,Esparza,mondongo,0
3597,Esparza,Mondongo en salsa,0
3598,Esparza,moscow mule,0
3599,Esparza,Mozote,0
3600,Esparza,nachos,0
3601,Esparza,nachos con carne,0
3602,Esparza,nachos con pollo,0
3603,Esparza,naranjilla y dulce,0
3604,Esparza,Néctar de berenjena con arroz,0
3605,Esparza,nicas,0
3606,Esparza,nuggets,0
3607,Esparza,nuggets de pollo,0
3608,Esparza,nuggets de queso,0
3609,Esparza,ñame tostado,0
3610,Esparza,olive garden,0
3611,Esparza,Olla de carne,0
3612,Esparza,one pot,0
3613,Esparza,orejas,0
3614,Esparza,Paella,0
3615,Esparza,palitos de camote,0
3616,Esparza,Palmito con  atún,0
3617,Esparza,Palmito de pejibaye,0
3618,Esparza,pambón,0
3619,Esparza,pan,0
3620,Esparza,pan borracho,0
3621,Esparza,pan cangrejo,0
3622,Esparza,Pan casero,0
3623,Esparza,Pan de banano,0
3624,Esparza,Pan de banano con semilla de marañón,0
3625,Esparza,Pan de banano de Quepos,0
3626,Esparza,Pan de elote,0
3627,Esparza,Pan de especias,0
3628,Esparza,Pan de olores,0
3629,Esparza,Pan de piña y coco,0
3630,Esparza,Pan de piña y coco de Quepos,0
3631,Esparza,Pan de yuca,0
3632,Esparza,Pan de zanahoria,0
3633,Esparza,pan dulce,0
3634,Esparza,Pan dulce casero,0
3635,Esparza,pan nica,0
3636,Esparza,pan pañuelo,0
3637,Esparza,pan quesadilla,0
3638,Esparza,Pan relleno casero,0
3639,Esparza,Pan tanelas,0
3640,Esparza,pan trenza,0
3641,Esparza,panuchos,0
3642,Esparza,Pañuelos,0
3643,Esparza,papas,0
3644,Esparza,papas con queso,0
3645,Esparza,papas fritas,0
3646,Esparza,Papas rellenas,0
3647,Esparza,papicarne,0
3648,Esparza,Papín,0
3649,Esparza,Pargo frito,0
3650,Esparza,Pargo frito con salsa de camarones y coco,0
3651,Esparza,parrilla,0
3652,Esparza,parrilladas,0
3653,Esparza,Pasión de maní,0
3654,Esparza,pasta,0
3655,Esparza,pastel burrito,0
3656,Esparza,pastel de carne,0
3657,Esparza,Pastel de palmito,0
3658,Esparza,pastel de papa,0
3659,Esparza,pastel de pizza,0
3660,Esparza,pastel de pollo,0
3661,Esparza,pastel gotzila,0
3662,Esparza,pastel pizza,0
3663,Esparza,pastel pizzero,0
3664,Esparza,pasteles,0
3665,Esparza,patacón con salsas,0
3666,Esparza,Patacones,0
3667,Esparza,patacones con carne,0
3668,Esparza,patí,0
3669,Esparza,patocón con carne,0
3670,Esparza,pejibaye,0
3671,Esparza,pejibaye cocinado,0
3672,Esparza,pejibaye con mayonesa,0
3673,Esparza,pescaburguesa,0
3674,Esparza,pescado,0
3675,Esparza,Pescado a la milanesa,0
3676,Esparza,Pescado ahumado,0
3677,Esparza,Pescado ahumado con salsa de maracuyá,0
3678,Esparza,Pescado al ajillo,0
3679,Esparza,Pescado empanizado,0
3680,Esparza,Pescado en salsa,0
3681,Esparza,pescado entero,0
3682,Esparza,Pescado entero frito,0
3683,Esparza,Pescado frito,0
3684,Esparza,Pescado frito con ensalada y patacones,0
3685,Esparza,Pescado frito entero,0
3686,Esparza,Pescado relleno,0
3687,Esparza,Pescado relleno de mariscos,0
3688,Esparza,Piangua,0
3689,Esparza,pianguas al ajillo,0
3690,Esparza,picadillo,0
3691,Esparza,Picadillo de arracache,0
3692,Esparza,Picadillo de arracache con chicasquil,0
3693,Esparza,Picadillo de bambú,0
3694,Esparza,Picadillo de banano,0
3695,Esparza,Picadillo de cáscaras de plátano,0
3696,Esparza,Picadillo de castañas,0
3697,Esparza,Picadillo de castañas en tortillas de zorrillo,0
3698,Esparza,picadillo de chayote,0
3699,Esparza,Picadillo de chayote con elotes,0
3700,Esparza,Picadillo de chicasquil,0
3701,Esparza,Picadillo de chicasquil dietético,0
3702,Esparza,Picadillo de chicasquil mixto,0
3703,Esparza,Picadillo de fiesta,0
3704,Esparza,Picadillo de fiesta (papa),0
3705,Esparza,Picadillo de guineo con carne,0
3706,Esparza,Picadillo de hojas de yuca,0
3707,Esparza,Picadillo de palmito,0
3708,Esparza,Picadillo de palmito con huevo,0
3709,Esparza,Picadillo de palmito maquenque,0
3710,Esparza,Picadillo de papa,0
3711,Esparza,Picadillo de papa con carne,0
3712,Esparza,Picadillo de papa con zorrillo,0
3713,Esparza,Picadillo de papas y zanahoria,0
3714,Esparza,Picadillo de papaya,0
3715,Esparza,Picadillo de papaya “Doña Jacinta”,0
3716,Esparza,Picadillo de papaya a la leña,0
3717,Esparza,Picadillo de papaya con carne y chicasquil y tortilla palmeada,0
3718,Esparza,Picadillo de papaya con cerdo,0
3719,Esparza,Picadillo de papaya con chicasquil,0
3720,Esparza,Picadillo de papaya con zorrillo,0
